,4.0-14.0
2019-12-06 02:15:00,4.63772000943e-09
2019-12-06 02:30:00,3.99674819912e-09
2019-12-06 02:45:00,4.4983692755e-09
2019-12-06 03:00:00,4.67961249104e-09
2019-12-06 03:15:00,4.31350696209e-09
2019-12-06 03:30:00,4.53859212618e-09
2019-12-06 03:45:00,5.02492823211e-09
2019-12-06 04:00:00,5.18648691136e-09
2019-12-06 04:15:00,5.58926245126e-09
2019-12-06 04:30:00,5.70529027268e-09
2019-12-06 04:45:00,7.29607740337e-09
2019-12-06 05:00:00,8.21003611793e-09
2019-12-06 05:15:00,8.66801764419e-09
2019-12-06 05:30:00,9.89786550704e-09
2019-12-06 05:45:00,1.12766019039e-08
2019-12-06 06:00:00,1.28790800046e-08
2019-12-06 06:15:00,1.43175686905e-08
2019-12-06 06:30:00,1.47697334347e-08
2019-12-06 06:45:00,1.49174400166e-08
2019-12-06 07:00:00,1.52606109693e-08
2019-12-06 07:15:00,1.52481415267e-08
2019-12-06 07:30:00,1.45418820598e-08
2019-12-06 07:45:00,1.49895272509e-08
2019-12-06 08:00:00,1.54685694554e-08
2019-12-06 08:15:00,1.60992876173e-08
2019-12-06 08:30:00,1.64194293302e-08
2019-12-06 08:45:00,1.62519468978e-08
2019-12-06 09:00:00,1.59572786588e-08
2019-12-06 09:15:00,1.59874276959e-08
2019-12-06 09:30:00,1.57624506443e-08
2019-12-06 09:45:00,1.59253064546e-08
2019-12-06 10:00:00,1.59530543743e-08
2019-12-06 10:15:00,1.66539874095e-08
2019-12-06 10:30:00,1.58984054607e-08
2019-12-06 10:45:00,1.57435202977e-08
2019-12-06 11:00:00,1.56453686549e-08
2019-12-06 11:15:00,1.57655297824e-08
2019-12-06 11:30:00,1.59609068111e-08
2019-12-06 11:45:00,1.59734207515e-08
2019-12-06 12:00:00,1.56791378422e-08
2019-12-06 12:15:00,1.58096821853e-08
2019-12-06 12:30:00,1.59997385756e-08
2019-12-06 12:45:00,1.57412157006e-08
2019-12-06 13:00:00,1.53939939271e-08
2019-12-06 13:15:00,1.580423158e-08
2019-12-06 13:30:00,1.58535495782e-08
2019-12-06 13:45:00,1.56492162906e-08
2019-12-06 14:00:00,1.52020028882e-08
2019-12-06 14:15:00,1.55440741893e-08
2019-12-06 14:30:00,1.59213860481e-08
2019-12-06 14:45:00,1.55643671718e-08
2019-12-06 15:00:00,1.57126509988e-08
2019-12-06 15:15:00,1.54423526741e-08
2019-12-06 15:30:00,1.52985949677e-08
2019-12-06 15:45:00,1.56800112447e-08
2019-12-06 16:00:00,1.55717513887e-08
2019-12-06 16:15:00,1.54448462823e-08
2019-12-06 16:30:00,1.45831805454e-08
2019-12-06 16:45:00,1.48709089197e-08
2019-12-06 17:00:00,1.45760823751e-08
2019-12-06 17:15:00,1.12734524474e-08
